Date,Price,Volume,% change in vs yesterday,Is ATH,Last 7 days growth,Prediction
43591,5773.18,25256.59633,-0.01,0,0.102143127,0
43592,5749.92,39905.06442,0,0,0.080418043,1
43593,5846.34,23074.18691,0.02,0,0.086034329,1
43594,5986.66,27453.01144,0.02,0,0.089511739,1
43595,6209.95,36623.61079,0.04,0,0.076132201,1
43596,6375.16,74022.42439,0.03,0,0.093541321,1
43597,7076.24,86948.97534,0.11,0,0.225709228,0
43598,6968.24,85804.73533,-0.02,0,0.211884687,1
43599,7795.62,76583.7226,0.12,0,0.333418857,1
43600,7945.26,37884.32721,0.02,0,0.327160721,1
43601,8169.08,69630.514,0.03,0,0.315482411,0
43602,7868.67,88752.00816,-0.04,0,0.234270199,0
43603,7355.28,37054.94478,-0.07,0,0.039433371,0
43604,7257.32,65577.44206,-0.01,0,0.041485368,1
43605,8147.94,65859.20856,0.12,0,0.045194609,0
43606,7937.16,52301.75225,-0.03,0,-0.001019476,0
43607,7904.48,49136.99459,0,0,-0.032390428,0
43608,7627.8,49648.1847,-0.04,0,-0.030611272,1
43609,7849.95,46664.78533,0.03,0,0.067253728,1
43610,7964.52,28414.32882,0.01,0,0.09744644,1
43611,8023,49652.14457,0.01,0,-0.015333937,1
43612,8612.54,51886.76879,0.07,0,0.085090889,1
43613,8752.52,31470.55153,0.02,0,0.107285995,0
43614,8716.87,33880.86592,0,0,0.142776423,0
43615,8646.5,70379.99852,-0.01,0,0.101471984,0
43616,8267.1,44727.49162,-0.04,0,0.03799099,1
43617,8555,31868.23416,0.03,0,0.066309361,0
43618,8545.1,27835.13327,0,0,-0.007830443,1
43619,8726,45692.9651,0.02,0,-0.003029985,0
43620,8115.66,74143.94894,-0.07,0,-0.068970858,0
43621,7687.04,48679.65646,-0.05,0,-0.11096513,1
43622,7778.08,36624.11875,0.01,0,-0.059152544,1
43623,7787.57,33942.22566,0,0,-0.089705435,1
43624,7978.94,22657.32963,0.02,0,-0.066255515,0
43625,7895.28,31568.46516,-0.01,0,-0.09520055,0
43626,7627.57,36756.07847,-0.03,0,-0.060141751,1
43627,7981,30334.99943,0.05,0,0.038240987,0
43628,7884.9,41597.08262,-0.01,0,0.013733466,1
43629,8127.64,30467.76434,0.03,0,0.043668307,1
43630,8216.44,39835.24626,0.01,0,0.029765859,1
43631,8650.88,31791.63604,0.05,0,0.095702749,1
43632,8810.77,63289.25122,0.02,0,0.155121487,1
43633,8953,47895.48537,0.02,0,0.121789249,1
43634,9312.13,51554.5694,0.04,0,0.181008003,0
43635,9081.97,32147.7065,-0.02,0,0.117417848,1
43636,9253.76,34556.05398,0.02,0,0.126249325,1
43637,9518.06,50484.41589,0.03,0,0.100241825,1
43638,10159.86,104169.448,0.07,0,0.153118286,1
43639,10729,57445.32395,0.06,0,0.198369262,1
43640,10905.95,43101.04529,0.02,0,0.171155257,1
43641,11056.59,61276.68665,0.01,0,0.217421991,1
43642,11821.28,155930.1474,0.07,0,0.277456947,1
43643,13098.38,173894.8209,0.11,0,0.376160688,0
43644,11329.99,95795.20396,-0.14,0,0.115171863,1
43645,12407.06,69642.07416,0.1,0,0.156404138,0
43646,11903.13,84512.53044,-0.04,0,0.091434492,0
43647,10854.1,90962.26827,-0.09,0,-0.018313965,0
43648,10624.9,109561.0387,-0.02,0,-0.101205622,1
43649,10844.98,96815.90029,0.02,0,-0.172036542,1
43650,11940,66512.22189,0.1,0,0.053840295,0
43651,11145.67,63534.35058,-0.07,0,-0.101667115,0
43652,10982.41,51469.49633,-0.01,0,-0.077351083,1
43653,11256.45,38884.7956,0.02,0,0.037068942,1
43654,11410,52182.36722,0.01,0,0.07389246,1
43655,12238.6,78442.13034,0.07,0,0.128503695,1
43656,12548.51,109246.045,0.03,0,0.050963987,0
43657,12108.11,87506.46106,-0.04,0,0.086351022,0
43658,11342.88,56321.85828,-0.06,0,0.032822486,1
43659,11757.22,54245.59455,0.04,0,0.044487383,0
43660,11355.78,72517.57924,-0.03,0,-0.004751972,0
43661,10174.18,81922.42633,-0.1,0,-0.168681058,1
43662,10833.78,97219.44341,0.06,0,-0.136648096,0
43663,9430.17,84942.67272,-0.13,0,-0.221169117,1
43664,9668.86,80283.31025,0.03,0,-0.14758333,1
43665,10628.64,56546.93213,0.1,0,-0.095990379,0
43666,10505.78,47331.89985,-0.01,0,-0.07485175,1
43667,10740.27,38834.28794,0.02,0,0.055639865,0
43668,10590.15,40467.95484,-0.01,0,-0.022487996,0
43669,10343.08,47624.37071,-0.02,0,0.096807375,0
43670,9864.78,43475.38038,-0.05,0,0.020262989,0
43671,9763.4,37873.35473,-0.01,0,-0.081406464,1
43672,9882.15,27167.46322,0.01,0,-0.059360657,0
43673,9824,43809.7783,-0.01,0,-0.085311636,0
43674,9478.92,29401.02294,-0.04,0,-0.104930525,1
43675,9541.54,29021.93741,0.01,0,-0.077495292,0
43676,9509.07,32536.36883,0,0,-0.036058584,1
43677,9575,39515.35456,0.01,0,-0.019296557,1
43678,10080.53,41727.63703,0.05,0,0.020074579,1
43679,10375,42990.44422,0.03,0,0.056087134,1
43680,10523.75,33802.31882,0.01,0,0.110226692,1
43681,10816.86,39924.74514,0.03,0,0.133659766,1
43682,10929.99,65153.67371,0.01,0,0.149427862,1
43683,11830,76705.38988,0.08,0,0.235509138,0
43684,11481.69,69173.39035,-0.03,0,0.13899666,1
43685,11975.04,51207.25717,0.04,0,0.154220723,1
43686,11994.17,39427.15259,0,0,0.139723958,0
43687,11879.98,42633.08705,-0.01,0,0.098283605,0
43688,11309.24,26772.90691,-0.05,0,0.03469811,1
43689,11539.08,17568.22708,0.02,0,-0.024591716,0
43690,11398.35,33234.72968,-0.01,0,-0.007258513,0
43691,10893.36,54451.8475,-0.04,0,-0.090327882,0
43692,10055.16,38174.45112,-0.08,0,-0.161662708,1
43693,10296.77,51758.14292,0.02,0,-0.133267059,1
43694,10331.15,29000.5812,0,0,-0.086485918,0
43695,10216.05,24085.39517,-0.01,0,-0.114656454,1
43696,10306.17,37243.31922,0.01,0,-0.095819132,1
43697,10914.73,32298.92168,0.06,0,0.001961746,0
43698,10760.51,47355.71928,-0.01,0,0.070148063,0
43699,10140.82,34059.64274,-0.06,0,-0.015145526,0
43700,10099.9,27550.33617,0,0,-0.022383762,1
43701,10388.16,27692.45684,0.03,0,0.01684702,0
43702,10134.61,26271.6574,-0.02,0,-0.016646339,1
43703,10142.69,41687.5116,0,0,-0.07073377,1
43704,10373.6,28402.77538,0.02,0,-0.035956474,0
43705,10185.69,42110.55538,-0.02,0,0.004424691,0
43706,9721,35532.69491,-0.05,0,-0.037515223,0
43707,9499.01,26834.3181,-0.02,0,-0.085592636,1
43708,9582.76,17130.29007,0.01,0,-0.054452021,1
43709,9588.74,19545.40484,0,0,-0.054615689,1
43710,9723.59,44740.24809,0.01,0,-0.062660022,1
43711,10340,47998.37678,0.06,0,0.015149685,1
43712,10611.85,43943.88903,0.03,0,0.091641806,0
43713,10565.92,33970.96064,0,0,0.112318021,0
43714,10563.13,58799.64096,0,0,0.102305599,0
43715,10298.71,27637.87739,-0.03,0,0.074042053,1
43716,10455.9,23984.67202,0.02,0,0.075312719,0
43717,10381.24,39835.72761,-0.01,0,0.003988395,0
43718,10302.58,28915.41223,-0.01,0,-0.029143834,0
43719,10098.19,31953.82456,-0.02,0,-0.044267797,1
43720,10158.75,34511.16276,0.01,0,-0.038282214,1
43721,10415.01,30280.33978,0.03,0,0.011292676,0
43722,10344.13,23621.53352,-0.01,0,-0.010689658,0
43723,10332.81,18047.65401,0,0,-0.004665146,0
43724,10303.34,28971.40166,0,0,7.37679E-05,0
43725,10249.68,22914.32456,-0.01,0,0.015001698,0
43726,10187.48,24250.2493,-0.01,0,0.002828104,0
43727,10156.41,44826.28258,0,0,-0.024829549,1
43728,10243.7,25088.49107,0.01,0,-0.009708888,0
43729,10167.92,20544.1752,-0.01,0,-0.015957905,0
43730,9985.15,22049.27526,-0.02,0,-0.030882219,1
43731,10028.05,31937.23236,0,0,-0.021623114,0
43732,9702.2,94007.3452,-0.03,0,-0.04763494,0
43733,8497.55,60783.89226,-0.12,0,-0.163331335,0
43734,8430.05,67930.85375,-0.01,0,-0.177050285,0
43735,8063.49,43882.92463,-0.04,0,-0.2069676,1
43736,8177.47,34473.60517,0.01,0,-0.18103684,1
43737,8199.38,31544.21139,0,0,-0.182355493,0
43738,8043.04,55865.48726,-0.02,0,-0.171008637,1
43739,8289.97,43479.58742,0.03,0,-0.024428218,0
43740,8292.67,26243.38664,0,0,-0.016296463,1
43741,8360,30488.28406,0.01,0,0.036771919,0
43742,8224.43,26476.3304,-0.02,0,0.005742607,0
43743,8137.09,21907.61556,-0.01,0,-0.007596916,0
43744,8127.55,34676.10405,0,0,0.010507221,0
43745,7855.3,52202.0723,-0.03,0,-0.052433242,1
43746,8190.82,35452.65742,0.04,0,-0.012281931,0
43747,8170.79,55038.70438,0,0,-0.022632775,1
43748,8562.15,39137.94617,0.05,0,0.041063028,0
43749,8557.82,50405.28442,0,0,0.051705216,0
43750,8257.95,21339.3341,-0.04,0,0.016044195,1
43751,8301.98,27840.73995,0.01,0,0.056863519,0
43752,8275.24,29810.66325,0,0,0.01030666,1
43753,8346.86,32773.06248,0.01,0,0.021548712,0
43754,8159.3,34733.59397,-0.02,0,-0.047050098,0
43755,7995.02,29656.94916,-0.02,0,-0.065764412,1
43756,8070.71,31353.18142,0.01,0,-0.022673908,0
43757,7946.89,26627.88939,-0.02,0,-0.042771724,0
43758,7949.87,34286.45265,0,0,-0.039318497,1
43759,8223.35,30448.67954,0.03,0,-0.014797181,0
43760,8197.28,34651.82866,0,0,0.004654811,0
43761,8020.06,63897.4571,-0.02,0,0.00313195,0
43762,7468.47,32714.38327,-0.07,0,-0.074620449,0
43763,7412.41,90748.21817,-0.01,0,-0.067256499,1
43764,8655.88,162588.5854,0.17,0,0.088807742,1
43765,9230,93833.5416,0.07,0,0.122413615,1
43766,9528.23,80174.21732,0.03,0,0.162364833,0
43767,9204.45,64158.46245,-0.03,0,0.147678446,1
43768,9407.62,55241.78643,0.02,0,0.25964488,0
43769,9154.02,54376.0249,-0.03,0,0.234958671,0
43770,9140.86,43594.81412,0,0,0.056028965,1
43771,9231.4,28923.06083,0.01,0,0.000151679,1
43772,9289.85,27894.37828,0.01,0,-0.025018288,0
43773,9196.46,45894.45628,-0.01,0,-0.000868058,1
43774,9392.4,45935.87367,0.02,0,-0.001617837,0
43775,9307.73,37336.17037,-0.01,0,0.01679153,1
43776,9339.16,39117.47085,0,0,0.021693801,0
43777,9214,62107.28924,-0.01,0,-0.001884871,0
43778,8773.74,29469.48141,-0.05,0,-0.055556333,1
43779,8809.18,34422.0298,0,0,-0.042111856,1
43780,9040.16,44888.05355,0.03,0,-0.037502662,0
43781,8733.36,40366.62947,-0.03,0,-0.061708924,1
43782,8821.91,26810.11692,0.01,0,-0.055385067,0
43783,8777.54,33468.46896,-0.01,0,-0.047369221,0
43784,8646.38,46087.41775,-0.01,0,-0.014516044,0
43785,8471.62,20902.29975,-0.02,0,-0.038319117,1
43786,8490.74,27009.03708,0,0,-0.060775473,1
43787,8502.87,43017.69094,0,0,-0.026391904,0
43788,8186.5,43556.06103,-0.04,0,-0.072026353,0
43789,8133.83,32466.23098,-0.01,0,-0.073336037,0
43790,8098.56,58418.78026,0,0,-0.063358307,0
43791,7627.79,126603.1403,-0.06,0,-0.099606687,0
43792,7268.23,50449.89476,-0.05,0,-0.143981561,1
43793,7311.1,67890.20648,0.01,0,-0.14016091,0
43794,6900.23,119645.7352,-0.06,0,-0.15712087,1
43795,7109.99,65722.39769,0.03,0,-0.125874281,1
43796,7154.75,92452.87349,0.01,0,-0.116540471,1
43797,7507.9,56933.98111,0.05,0,-0.015717528,0
43798,7418.52,60745.30087,-0.01,0,0.020677662,1
43799,7740.99,46989.43362,0.04,0,0.058799633,0
43800,7540.63,60769.34231,-0.03,0,0.092808501,0
43801,7391.5,46330.25604,-0.02,0,0.039593586,0
43802,7294.42,33149.47749,-0.01,0,0.019521297,0
43803,7292.71,83153.70159,0,0,-0.02866181,0
43804,7194.59,59306.67886,-0.01,0,-0.030185266,1
43805,7389,48189.08794,0.03,0,-0.045470928,1
43806,7527.8,31498.68417,0.02,0,-0.001701449,0
43807,7487.31,29856.89763,-0.01,0,0.012962186,1
43808,7510.11,46621.88749,0,0,0.029569178,0
43809,7338.64,49723.76214,-0.02,0,0.00629807,0
43810,7224.15,30093.09194,-0.02,0,0.004108643,0
43811,7210,42288.60093,0,0,-0.0242252,0
43812,7197.76,27609.8738,0,0,-0.043842823,1
43813,7257.37,29561.98597,0.01,0,-0.030710629,0
43814,7064.14,26395.77814,-0.03,0,-0.059382619,1
43815,7119.6,43863.99306,0.01,0,-0.029847492,0
43816,6891.44,53865.06993,-0.03,0,-0.046055245,0
43817,6623.84,95636.65125,-0.04,0,-0.081298197,1
43818,7277.83,55509.04908,0.1,0,0.011124294,0
43819,7151.31,32132.06921,-0.02,0,-0.01461411,1
43820,7188.01,19467.17403,0.01,0,0.017535043,0
43821,7131.59,39137.45515,-0.01,0,0.001684083,1
43822,7500.71,68051.9972,0.05,0,0.088409679,0
43823,7317.3,43629.49419,-0.02,0,0.104691538,0
43824,7255.77,27492.04432,-0.01,0,-0.003031123,0
43825,7205.01,36259.76108,-0.01,0,0.007509114,0
43826,7202,33642.70186,0,0,0.001946297,1
43827,7254.77,26848.9822,0.01,0,0.017272446,1
43828,7315.36,31387.10609,0.01,0,-0.024710994,1
43829,7388.43,29605.91178,0.01,0,0.009720799,0
43830,7246,25954.45353,-0.02,0,-0.001346515,0
43831,7195.24,16792.38817,-0.01,0,-0.001356001,1
43832,7200.77,31951.48393,0,0,-0.000170786,0
43833,6965.49,68428.50045,-0.03,0,-0.039874455,1
43834,7345,29987.97498,0.05,0,0.004051749,1
43835,7354.19,38331.0856,0,0,-0.004634273,0
43836,7357.64,54635.69532,0,0,0.015407121,1
43837,7758.9,91171.68466,0.05,0,0.078337901,1
43838,8145.92,112622.6426,0.05,0,0.131256796,0
43839,8054.72,64239.51983,-0.01,0,0.156375216,0
43840,7817.74,82406.77745,-0.03,0,0.064362151,1
43841,8198.86,54810.03267,0.05,0,0.114855613,0
43842,8020.01,38131.49434,-0.02,0,0.090024791,1
43843,8184.97,31159.75568,0.02,0,0.054913712,0
43844,8110.34,120399.1267,-0.01,0,-0.004367831,1
43845,8814.64,84816.29761,0.09,0,0.094344682,1
43846,8820.01,51991.07428,0,0,0.128204571,0
43847,8720.15,70897.73738,-0.01,0,0.063580791,1
43848,8913.27,38294.74655,0.02,0,0.111378913,0
43849,8915.09,70676.88926,0,0,0.089202526,0
43850,8701.72,38896.63975,-0.02,0,0.072916795,0
43851,8642.35,36494.68766,-0.01,0,-0.019545892,1
43852,8736.04,29080.55714,0.01,0,-0.009520397,0
43853,8682.77,48165.9446,-0.01,0,-0.004286624,0
43854,8404.52,41687.52953,-0.03,0,-0.057077818,1
43855,8438.99,25521.15793,0,0,-0.053403836,0
43856,8340.01,31130.48516,-0.01,0,-0.041567644,1
43857,8614.39,53973.543,0.03,0,-0.003235231,1
43858,8907.57,74584.85377,0.03,0,0.019634754,1
43859,9375.34,53864.06512,0.05,0,0.079763716,0
43860,9301.57,60626.74426,-0.01,0,0.106734233,1
43861,9511.52,45552.02235,0.02,0,0.127092223,0
43862,9351.71,28578.06735,-0.02,0,0.121306809,1
43863,9384.41,45690.91254,0,0,0.089387641,0
43864,9331.59,50892.13345,-0.01,0,0.047602208,0
43865,9291.35,53308.17527,0,0,-0.008958608,0
43866,9197.02,64870.41562,-0.01,0,-0.011240038,1
43867,9612.03,64949.70659,0.05,0,0.010567186,1
43868,9772,43966.11463,0.02,0,0.044942583,1
43869,9813.87,43600.84367,0,0,0.045763133,1
43870,9895.04,43408.47562,0.01,0,0.060380921,1
43871,10151.72,59573.08462,0.03,0,0.09259903,0
43872,9851.74,62422.39522,-0.03,0,0.071188276,1
43873,10223.08,61008.06393,0.04,0,0.063571379,1
43874,10325.33,79344.35876,0.01,0,0.056624028,0
43875,10227.78,47038.48017,-0.01,0,0.042176022,1
43876,10344.36,57657.20295,0.01,0,0.045408609,0
43877,9904.46,60023.99954,-0.04,0,-0.024356464,1
43878,9910.7,70261.0119,0,0,0.00598473,0
43879,9706,70604.12402,-0.02,0,-0.050579669,1
43880,10164.78,55162.5869,0.05,0,-0.01554914,0
43881,9594.65,60152.34291,-0.06,0,-0.061902974,0
43882,9597.21,42181.55452,0,0,-0.072227765,1
43883,9677.05,24636.75762,0.01,0,-0.022960363,0
43884,9650.85,37702.08984,0,0,-0.026219137,1
43885,9936.4,55796.59612,0.03,0,0.023737894,0
43886,9655.52,54379.34455,-0.03,0,-0.050100445,0
43887,9316.48,92130.34548,-0.04,0,-0.028992199,0
43888,8786,72483.57876,-0.06,0,-0.084525607,1
43889,8823.25,71155.20898,0,0,-0.088229367,0
43890,8690.8,36748.18304,-0.02,0,-0.099478284,0
43891,8523.61,43892.20178,-0.02,0,-0.142183286,1
43892,8530.3,60401.31773,0,0,-0.116536448,1
43893,8911.18,55154.99728,0.04,0,-0.043503555,0
43894,8760.07,38696.48258,-0.02,0,-0.002951286,0
43895,8750.99,58201.86636,0,0,-0.008189726,1
43896,9054.64,43782.94804,0.03,0,0.041864961,1
43897,9130.89,45422.20453,0.01,0,0.071246807,0
43898,8885.25,77537.31517,-0.03,0,0.041610494,0
43899,8034.76,116968.8633,-0.1,0,-0.098350611,0
43900,7929.87,86783.44388,-0.01,0,-0.094770932,0
43901,7894.57,79942.41117,0,0,-0.097865499,1
43902,7934.58,261505.6087,0.01,0,-0.123700114,0
43903,4800.01,402201.6738,-0.4,0,-0.474310828,1
43904,5576.05,136910.136,0.16,0,-0.372437467,0
43905,5172.48,139916.1465,-0.07,0,-0.35623715,1
43906,5360.33,227276.9228,0.04,0,-0.324033055,0
43907,5028.86,150089.9263,-0.06,0,-0.362997605,1
43908,5312.64,137127.6349,0.06,0,-0.330444712,1
43909,5393.26,199020.8734,0.02,0,0.123593493,1
43910,6162.05,219298.3295,0.14,0,0.105092314,1
43911,6204.57,128913.6684,0.01,0,0.199534846,0
43912,6187.04,119115.9905,0,0,0.154227445,0
43913,5816.05,164674.2158,-0.06,0,0.156534483,1
43914,6465.25,151138.0099,0.11,0,0.216956165,1
43915,6744.69,132155.735,0.04,0,0.250577573,0
43916,6677.42,83026.55521,-0.01,0,0.083636128,1
43917,6737.27,82914.96835,0.01,0,0.085856071,0
43918,6359.11,93159.69343,-0.06,0,0.027811361,0
43919,6236.65,63311.62771,-0.02,0,0.072317122,0
43920,5880.5,118889.55,-0.06,0,-0.090445072,1
43921,6394.45,72337.59526,0.09,0,-0.051928258,1
43922,6412.14,97500.7524,0,0,-0.039727919,1
43923,6643.36,149299.9069,0.04,0,-0.01393888,1
43924,6793.86,104080.2769,0.02,0,0.068366485,0
43925,6732.97,72990.86114,-0.01,0,0.079581185,1
43926,6857.41,49685.35698,0.02,0,0.16612703,0
43927,6772.78,118052.0008,-0.01,0,0.05916537,1
43928,7329.9,103585.1689,0.08,0,0.143128503,0
43929,7197.32,76059.14584,-0.02,0,0.083385516,1
43930,7360.26,61094.87242,0.02,0,0.083369395,0
43931,7283.54,104674.6234,-0.01,0,0.081772234,0
43932,6858.92,45470.29321,-0.06,0,0.0002202,1
43933,6876.84,73868.6665,0,0,0.015364444,1
43934,6903.79,96415.47657,0,0,-0.058133126,0
43935,6838.04,69068.62329,-0.01,0,-0.049918581,1
43936,6868.57,61571.38499,0,0,-0.066803347,0
43937,6621.25,125009.8575,-0.04,0,-0.090929685,1
43938,7101.99,54126.50976,0.07,0,0.035438524,0
43939,7026.78,49488.54282,-0.01,0,0.021803619,1
43940,7248.6,45664.86393,0.03,0,0.04994503,0
43941,7121.4,90149.49137,-0.02,0,0.041438775,0
43942,6828.98,60109.71081,-0.04,0,-0.005763936,1
43943,6841.36,61486.37733,0,0,0.033242968,1
43944,7125.12,102773.5696,0.04,0,0.003256834,1
43945,7483.96,60182.11994,0.05,0,0.065062518,1
43946,7505,43874.42773,0,0,0.035372348,1
43947,7539.03,50522.61621,0,0,0.058644368,1
43948,7693.1,65441.33958,0.02,0,0.126537199,1
43949,7773.51,46302.75264,0.01,0,0.136252149,0
43950,7738.58,183546.8875,0,0,0.086098199,1
43951,8778.58,206277.2141,0.13,0,0.172985959,0
43952,8620,91468.81506,-0.02,0,0.148567622,1
43953,8825.67,59002.08755,0.02,0,0.170663865,1
43954,8972.58,90126.06564,0.02,0,0.16631527,0
43955,8894.15,84418.51233,-0.01,0,0.144161389,0
43956,8871.92,76480.76534,0,0,0.146453225,1
43957,9021.36,105925.3024,0.02,0,0.027655953,1
43958,9143.4,147154.6114,0.01,0,0.060719258,1
43959,9986.3,100683.7964,0.09,0,0.131506163,0
43960,9800.02,81950.67957,-0.02,0,0.092218738,0
43961,9539.1,183865.182,-0.03,0,0.072513956,0
43962,8722.77,168807.2518,-0.09,0,-0.016811468,0
43963,8562.04,86522.78007,-0.02,0,-0.050914718,1
43964,8810.99,92466.27402,0.03,0,-0.036355185,1
43965,9309.35,129565.3775,0.06,0,-0.067787869,1
43966,9791.97,115890.7615,0.05,0,-0.000821427,0
43967,9315.96,59587.62786,-0.05,0,-0.023392144,1
43968,9380.81,68647.76432,0.01,0,0.075439339,1
43969,9681.11,82006.60358,0.03,0,0.130701328,1
43970,9733.93,78539.76045,0.01,0,0.104748729,1
43971,9775.13,74923.73809,0,0,0.050033568,0
43972,9511.43,108928.781,-0.03,0,-0.028650006,0
43973,9067.51,58943.13102,-0.05,0,-0.026669286,1
43974,9170,43526.29697,0.01,0,-0.022472473,1
43975,9179.01,70379.86645,0,0,-0.051863888,0
43976,8718.14,62833.91095,-0.05,0,-0.104355589,1
43977,8900.35,58299.77014,0.02,0,-0.08949037,0
43978,8841,68910.35551,-0.01,0,-0.070486772,1
43979,9204.07,74110.78766,0.04,0,0.015060364,1
43980,9575.87,57374.36296,0.04,0,0.044260632,0
43981,9426.6,55665.27254,-0.02,0,0.026973497,1
43982,9697.72,48333.7864,0.03,0,0.112361123,0
43983,9448.27,76649.12696,-0.03,0,0.061561624,1
43984,10202.71,108970.7732,0.08,0,0.154022169,0
43985,9518.02,46252.64494,-0.07,0,0.03410991,1
43986,9666.32,57456.10097,0.02,0,0.009445617,1
43987,9788.14,47788.05005,0.01,0,0.038353171,0
43988,9621.17,32752.95089,-0.02,0,-0.007893608,1
43989,9666.85,57952.84839,0,0,0.023134394,1
43990,9746.99,40664.66413,0.01,0,-0.044666564,1
43991,9782,46024.00129,0,0,0.02773476,0
43992,9772.44,47130.76298,0,0,0.010978325,1
43993,9885.22,94418.98473,0.01,0,0.009918125,0
43994,9278.88,50119.06693,-0.06,0,-0.035576754,1
43995,9464.96,27759.78485,0.02,0,-0.020884776,1
43996,9473.34,30055.50661,0,0,-0.028075334,0
43997,9342.1,86107.92471,-0.01,0,-0.044970354,1
43998,9426.05,52052.44693,0.01,0,-0.0354456,1
43999,9526.97,48046.41115,0.01,0,-0.036240974,0
44000,9465.13,37381.95377,-0.01,0,0.020072466,0
44001,9386.32,45330.98367,-0.01,0,-0.00830854,0
44002,9310.23,30329.06538,-0.01,0,-0.017217792,1
44003,9358.95,24316.92623,0.01,0,0.001803663,0
44004,9294.69,57895.46834,-0.01,0,-0.013935848,1
44005,9685.69,41031.02938,0.04,0,0.016660071,0
44006,9624.33,61571.56146,-0.01,0,0.016819632,0
44007,9298.33,55831.61916,-0.03,0,-0.009374281,0
44008,9249.49,50292.29828,-0.01,0,-0.006524006,0
44009,9162.21,46290.93011,-0.01,0,-0.021021589,0
44010,9012,30688.17642,-0.02,0,-0.03041414,1
44011,9116.16,42120.29326,0.01,0,-0.05880118,1
44012,9192.93,31463.1628,0.01,0,-0.044823899,0
44013,9138.08,38488.5287,-0.01,0,-0.017234278,1
44014,9231.99,45725.16808,0.01,0,-0.001891996,0
44015,9086.54,28943.42018,-0.02,0,-0.008258924,0
44016,9057.79,26441.96848,0,0,0.005081003,1
44017,9135,34073.65363,0.01,0,0.00206666,0
44018,9069.41,54463.13228,-0.01,0,-0.013436413,1
44019,9342.47,34587.33668,0.03,0,0.022366843,0
44020,9257.4,56140.51778,-0.01,0,0.002752386,1
44021,9436.06,48044.45065,0.02,0,0.038465687,0
44022,9232.42,38295.49401,-0.02,0,0.019279537,1
44023,9288.34,22561.366,0.01,0,0.016785988,0
44024,9234.02,30872.70229,-0.01,0,0.018150023,1
44025,9303.31,42740.06912,0.01,0,-0.004191611,0
44026,9242.61,45772.55251,-0.01,0,-0.001597641,1
44027,9255.85,39053.57967,0,0,-0.019098013,0
44028,9197.6,43375.57119,-0.01,0,-0.003771492,0
44029,9133.72,28054.35874,-0.01,0,-0.016646677,1
44030,9154.31,22554.54146,0,0,-0.00863221,1
44031,9170.3,26052.01942,0,0,-0.014297062,1
44032,9208.99,35458.76408,0,0,-0.003637501,0
44033,9160.78,60413.58249,-0.01,0,-0.010271342,1
44034,9390,48815.00411,0.03,0,0.0209185,1
44035,9518.16,51856.2335,0.01,0,0.042090189,1
44036,9603.27,43931.13621,0.01,0,0.049043565,0
44037,9538.1,40679.54542,-0.01,0,0.040107739,1
44038,9700.42,65279.26932,0.02,0,0.053364158,1
44039,9931.54,150188.9331,0.02,0,0.08413694,1
44040,11029.96,97267.73419,0.11,0,0.174649627,0
44041,10906.27,76838.09423,-0.01,0,0.145838061,1
44042,11100.52,60794.82646,0.02,0,0.155910435,0
44043,11099.79,70063.66097,0,0,0.16373177,1
44044,11335.46,85087.48513,0.02,0,0.168553527,1
44045,11801.17,97553.0776,0.04,0,0.188251772,0
44046,11071.36,56931.84148,-0.06,0,0.003753413,1
44047,11219.68,58629.11371,0.01,0,0.028736681,0
44048,11191.99,74970.25685,0,0,0.008240155,1
44049,11744.91,63529.08502,0.05,0,0.058120018,1
44050,11762.47,65755.92602,0,0,0.037670284,0
44051,11594.36,41858.16104,-0.01,0,-0.017524534,1
44052,11761.02,41493.06734,0.01,0,0.062292257,0
44053,11681.69,84952.33789,-0.01,0,0.041178536,1
44054,11892.9,90748.28463,0.02,0,0.062626039,0
44055,11392.09,64909.61364,-0.04,0,-0.030040247,1
44056,11564.34,70132.4915,0.02,0,-0.016844251,1
44057,11779.77,59818.8527,0.02,0,0.015991396,0
44058,11760.55,56237.90505,0,0,-3.99625E-05,1
44059,11852.4,41368.23691,0.01,0,0.014613468,1
44060,11910.99,84734.21154,0,0,0.001521076,1
44061,12281.15,75923.83553,0.03,0,0.078041869,0
44062,11945.1,73940.16961,-0.03,0,0.032925355,0
44063,11754.38,46085.25435,-0.02,0,-0.00215539,1
44064,11853.54,64448.30614,0.01,0,0.007906943,0
44065,11531.23,43678.70165,-0.03,0,-0.027097465,1
44066,11663.51,37900.00469,0.01,0,-0.02077745,0
44067,11648.12,46212.39187,0,0,-0.051544847,1
44068,11748.19,69590.92327,0.01,0,-0.016484584,0
44069,11318.42,53998.23123,-0.04,0,-0.037089153,1
44070,11461.42,63246.03638,0.01,0,-0.033080413,0
44071,11330.38,45953.90837,-0.01,0,-0.017417916,1
44072,11526.9,32973.7992,0.02,0,-0.011712598,0
44073,11465.84,43177.87905,-0.01,0,-0.015648877,1
44074,11711.17,55353.61774,0.02,0,-0.003151124,0
44075,11649.51,78148.19367,-0.01,0,0.029252316,1
44076,11921.97,87221.8456,0.02,0,0.04018263,0
44077,11388.54,121950.106,-0.04,0,0.005133102,0
44078,10138.29,92733.59911,-0.11,0,-0.120466908,1
44079,10446.25,90001.60557,0.03,0,-0.088924143,0
44080,10166.69,56368.78882,-0.03,0,-0.131880931,1
44081,10255.89,62620.23068,0.01,0,-0.119629066,1
